url,title,description,reason
https://actualidadpanamericana.com/la-oficina-de-envigado-entre-las-19-mejores-empresas-colombianas-para-trabajar/,La Oficina de Envigado entre las 19 mejores empresas colombianas para trabajar - Actualidad Panamericana,Great Place to Work presentó su último informe sobre las mejores empresas para trabajar en Colombia. En la privilegiada lista...,place_only_no_political_context
https://actualidadpanamericana.com/vacas-lecheras-perros-lazarillos-caballos-tiro-contaran-empleados-dane/,Vacas lecheras contarán como empleadas para el DANE - Actualidad Panamericana,"El Departamento Administrativo Nacional de Estadística, DANE, anunció esta mañana un nuevo cambio en la metodología de medición del empleo...",place_only_no_political_context
https://actualidadpanamericana.com/artista-bogotana-convierte-plantas-carnivoras-vegetarianas/,Artista bogotana convierte plantas carnívoras en vegetarianas - Actualidad Panamericana,La capital colombiana parece no dejar de sorprender por las noticias que genera en el ámbito cultural. Esta vez la...,place_only_no_political_context
https://actualidadpanamericana.com/inauguran-bogota-primer-outlet-jueces-magistrados/,"Inauguran en Bogotá primer ""Outlet"" de jueces y magistrados - Actualidad Panamericana","La justicia ahora si está al alcance de todos los colombianos y no sólo de unos pocos potentados, gracias a...",place_only_no_political_context
https://actualidadpanamericana.com/guru-ravi-shankar-conoce-el-estres-en-visita-a-bogota/,Gurú Ravi Shankar conoce el estrés en visita a Bogotá - Actualidad Panamericana,"Amarga resultó la visita del reconocido gurú indio Ravi Shankar a la capital, toda vez que una serie de contratiempos lograron por primera vez en su vida, según él mismo reconoció, sacarlo de casillas.",place_only_no_political_context
https://actualidadpanamericana.com/mujer-mordida-por-colada-de-transmilenio-ahora-tambien-es-colada/,"Mujer mordida por colada de Transmilenio ahora también es ""colada""","Después de que una mujer fuera mordida en Transmilenio por otra pasajera que según indicios habría entrado sin pagar en el articulado, la víctima ha empezado a presentar comportamientos propios de los «colados»....",no_political_signal
https://actualidadpanamericana.com/jugadoras-de-seleccion-femenina-suplican-a-prensa-colombiana-no-enviar-corresponsales/,Jugadoras de selección femenina suplican a prensa colombiana no enviar corresponsales - Actualidad Panamericana,Mediante una declaración conjunta las jugadoras y cuerpo técnico de la Selección Colombia femenina que disputa el Mundial de Canadá...,place_only_no_political_context
https://actualidadpanamericana.com/academia-la-lengua-revela-75-colombianos-dice-selesion/,"Academia de la lengua revela que 75% de colombianos dice ""Selesión"" - Actualidad Panamericana","Estudio también revela que sigue en aumento la cantidad de colombianos que llaman ""Ifecs"" al Instituto Colombiano para el Fomento de la Educación Superior. Preocupación.",place_only_no_political_context
https://actualidadpanamericana.com/en-las-eliminatorias-colombia-sera-sedal-colombia/,En las eliminatorias Colombia será Sedal-Colombia,"“Las nuevas generaciones se verán gratamente impactadas por el mensaje de fusión entre deporte y belleza de estos nuevos íconos, jugadores y, ante todo, caballeros con bello cabello”, aseguró Norberto.",place_only_no_political_context
https://actualidadpanamericana.com/12-colombianos-varados-escalera-electrica-dejo-funcionar/,Doce colombianos varados en escalera eléctrica - Actualidad Panamericana,Por lo menos 12 colombianos permanecen a esta hora atrapados en una escalera eléctrica de una tienda por departamentos de la...,place_only_no_political_context
https://actualidadpanamericana.com/tinto-de-media-velada-lo-ultimo-de-starbucks-colombia/,"Tinto de media velada, lo último de Starbucks Colombia - Actualidad Panamericana",De esta manera la multinacional pretende estar un paso más cerca de la cultura y gustos de los consumidores de café colombianos.,place_only_no_political_context
https://actualidadpanamericana.com/mirlas-de-bogota-estan-remedando-sonido-de-alarmas-en-su-canto/,Mirlas de Bogotá están remedando sonido de alarmas en su canto - Actualidad Panamericana,"La contaminación auditiva por cuenta de las alarmas de autos, locales y residencias está teniendo un efecto que tiene sorprendidos...",place_only_no_political_context
https://actualidadpanamericana.com/joven-muere-las-ultimas-horas-cali-intoxicacion-interna/,Joven fallece por retener gases durante primera cita romántica - Actualidad Panamericana,"Por contener flatulencias, Rodrigo Balanta, de 16 años, sufrió un colapso con hemorragia de sus sistema digestivo que lo condujo a la muerte. Familia creará fundación.",place_only_no_political_context
https://actualidadpanamericana.com/adidas-lanza-guayos-potrerus-exclusivos-para-colombia/,"Adidas lanza guayos ""Potrerus"", exclusivos para Colombia - Actualidad Panamericana","Con este producto, diseñado pensando en la ""quebrada geografía"" de las canchas del FPC, la marca alemana busca consolidarse definitivamente en el país.",place_only_no_political_context
https://actualidadpanamericana.com/pedialyte-lanza-sabor-cacique-una-bebida-especial-colombia/,"Pedialyte lanza sabor ""Cacique"", producto especial para guayabos de Colombia - Actualidad Panamericana",Llega el fin de semana y millones en nuestro país se preparan para salir de fiesta con sus amigos o...,place_only_no_political_context
