claim,description,date,rating,url
Foto de Milei cuando discutió con Boric y Petro en el G20,La imagen circuló después de que el presidente de Colombia Gustavo Petro afirmó que tuvo un rifirrafe con su homólogo argentino durante la cumbre en Río de Janeiro.,23/12/2024,Falso,https://colombiacheck.com/chequeos/esta-foto-de-javier-milei-con-cara-de-indispuesto-y-tirado-en-el-suelo-en-el-g20-fue
Gobernador de Texas dijo que si Dios fuera inmigrante ilegal lo deportaría,No hay evidencia de que los funcionarios estadounidenses hayan dicho tales declaraciones. Hay indicios de que el audio fue generado con inteligencia artificial.,18/07/2025,Falso,https://colombiacheck.com/chequeos/gobernador-y-alcalde-de-texas-no-dijeron-que-tambien-deportarian-dios-si-fuera-inmigrante
Biden aconseja a Edmundo González aceptar su derrota y no ser otro Guaidó,La desinformación contraría los pronunciamientos tanto del presidente de Estados Unidos como del presumible mandatario electo de Venezuela tras su encuentro del 6 de enero.,08/01/2025,Falso,https://colombiacheck.com/chequeos/biden-no-le-aconsejo-edmundo-gonzalez-que-acepte-su-derrota-contra-maduro
Con figuras de cartón trataron llenar la plaza de Bolívar en acto de Petro,Desinformadores tergiversaron elementos del acto de reconocimiento del Estado sobre el genocidio contra ese partido político para atacar al gobierno Petro.,16/10/2024,Cuestionable,https://colombiacheck.com/chequeos/no-son-munecos-del-petrismo-para-llenar-la-plaza-de-bolivar-sino-un-homenaje-las-victimas
Uribe fue golpeado en una pelea entre dirigentes del Centro Democrático,El Centro Democrático explicó que la hinchazón en la cara del expresidente editada en la foto para simular un moretón se debe a un tratamiento médico.,18/12/2025,Falso,https://colombiacheck.com/chequeos/suplantacion-caracol-tv-especula-sin-pruebas-que-uribe-lo-golpearon-en-una-pelea-de-su
Gobierno destinó 70.000 millones para el documental de Francia Márquez,El Fondo para el Desarrollo Cinematográfico no aportó a la producción. Solo destinó el 0 1% de esa cifra ($70 millones) a su distribución por un estímulo automático para largometrajes nacionales.,29/11/2024,Falso,https://colombiacheck.com/chequeos/documental-sobre-francia-marquez-no-recibio-70000-millones-del-gobierno-petro
Video muestra a personas siendo torturadas por la guerrilla,La grabación muestra un caso de maltrato interno a infantes de Marina durante un entrenamiento en 2015. Esta desinformación ya había circulado en 2016 2022 y 2023.,23/04/2026,Falso,https://colombiacheck.com/chequeos/video-de-tortura-en-la-armada-se-le-vuelve-atribuir-guerrilleros-en-publicaciones-falsas
Juan José Lafaurie dijo que no ha trabajado y reforma pensional lo afecta,La supuesta cita de Juan José en la que también afirma tener acciones en dos AFP nació de un trino hecho por una cuenta de humor que hemos verificado en el pasado.,25/06/2024,Falso,https://colombiacheck.com/chequeos/hijo-de-cabal-y-lafaurie-no-dijo-que-nunca-ha-trabajado-pero-que-la-reforma-pensional-lo
Nada por lo que pedir perdón,Se trataría de una campaña anónima. La lona que aparece en las publicaciones frente al Palacio Real fue generada posiblemente con inteligencia artificial.,16/10/2024,Falso,https://colombiacheck.com/chequeos/cartel-de-nada-por-lo-que-pedir-perdon-colgado-en-el-palacio-real-de-madrid-es-un-montaje
Miguel Uribe Londoño fue capturado por desfalco en abril de 2025,El hecho se dio en el 2000 por el desfalco del extinto Banco del Estado pero el papá del hoy senador Miguel Uribe Turbay fue hallado inocente en 2003.,25/04/2025,Falso,https://colombiacheck.com/chequeos/captura-de-miguel-uribe-londono-hace-25-anos-por-caso-en-el-que-fue-absuelto-circula-como
"""En mi gobierno las Fuerzas Armadas serán reforzadas con las FARC"": Cepeda",En el video original el precandidato presidencial hablaba sobre el lanzamiento de su aspiración. En ningún momento ha hecho la propuesta del montaje.,04/02/2026,Falso,https://colombiacheck.com/chequeos/manipulacion-con-ia-muestra-cepeda-prometiendo-reforzar-las-fuerzas-armadas-con-las
Mujer que le hizo campaña a Abelardo de la Espriella en EEUU fue deportada,Son dos mujeres distintas. La colombiana que hizo campaña al ahora presidente electo en Florida estaba en Bogotá el día de la detención y ella misma desmintió la desinformación en un video de TikTok.,09/07/2026,Falso,https://colombiacheck.com/chequeos/colombiana-que-hizo-campana-por-de-la-espriella-en-florida-no-es-la-persona-detenida-por
Iván Cepeda estuvo en la liberación de Jesús Santrich en La Picota,La foto original corresponde a la salida del exguerrillero de la cárcel cuando fue recapturado. El senador y precandidato presidencial no estuvo en ese episodio.,30/01/2026,Falso,https://colombiacheck.com/chequeos/montaje-pone-cepeda-en-la-liberacion-de-santrich-equivocada-fue-la-fiscalia-no-la-picota
Gustavo Petro invita a todos sus seguidores que poseen VISA AMERICANA,No hay registros de que el presidente haya hecho esa solicitud. La imagen que circula en redes sociales utiliza el logo de Revista Pacto que no la publicó.,22/10/2025,Falso,https://colombiacheck.com/chequeos/montaje-endilga-falsa-peticion-de-petro-seguidores-para-que-renuncien-visa-por-amor-el
Gobernadora del Chocó dice “extraño a Gustavo Petro todos los días”,Las supuestas declaraciones no figuran en medios ni en sus redes oficiales. En una entrevista reciente cuestionó que en el gobierno anterior no hubo la ejecución que esperaba.,26/08/2026,Falso,https://colombiacheck.com/chequeos/gobernadora-del-choco-no-dijo-extrano-gustavo-petro-todos-los-dias
Marcha por la salud de Miguel Uribe Turbay,La grabación corresponde a una manifestación contra el gobierno Petro que se realizó en marzo de 2024 en Medellín.,16/06/2025,Falso,https://colombiacheck.com/chequeos/este-video-no-es-de-una-marcha-por-la-salud-de-miguel-uribe-turbay-tras-el-atentado
Petro entró a la Casa Blanca por la puerta de atrás,El mandatario colombiano fue recibido por Donald Trump en el pasillo de los expresidentes que comunica con la Oficina Oval donde sostuvieron una reunión privada.,12/02/2026,Cuestionable,https://colombiacheck.com/chequeos/aunque-petro-no-fue-recibido-con-honores-en-la-casa-blanca-tampoco-entro-por-la-puerta-de
Sofía Petro dijo que se exiliará Francia tras triunfo de De la Espriella,La hija del presidente publicó un video desmintiendo afirmaciones falsas sobre que abandonaría el país si los resultados electorales eran adversos.,10/07/2026,Falso,https://colombiacheck.com/chequeos/sofia-petro-no-ha-dicho-que-se-exiliara-en-francia-tras-la-victoria-de-abelardo-de-la
Foto muestra a Francia Marquez como guerrillera,La imagen se mueve en redes desde la campaña de 2022 pero data del 2000 y varios medios la han usado para retratar el conflicto armado en el país. La vicepresidenta no aparece allí.,24/10/2024,Falso,https://colombiacheck.com/chequeos/foto-de-mujeres-armadas-circula-de-nuevo-para-acusar-falsamente-francia-marquez-de
"El gobierno que ha hecho la mayor inversión en educación, cultura y deporte",La imagen de la sacada de pecho de Duque por “la mayor inversión” en educación cultura y deporte es de un chequeo donde la calificamos de cuestionable y la noticia del recorte presupuestal es de junio no corresponde con lo recién aprobado en Consejo de Ministros.,09/12/2024,Cuestionable,https://colombiacheck.com/chequeos/comparan-inversion-social-de-petro-y-duque-sacando-de-contexto-pantallazos-de
Con reforma pensional es mejor no cotizar que no completar semanas,El metraje distorsiona los detalles sobre la renta vitalicia contemplada en la iniciativa aprobada en el congreso además de retomar la narrativa que vincula al gobierno Petro con el régimen venezolano.,25/06/2024,Cuestionable,https://colombiacheck.com/chequeos/video-presenta-afirmaciones-e-imagenes-enganosas-sobre-la-reforma-pensional-y-el-regimen
Proyecto de ley inconvertibles permite el cambio de sexo en niños de 5 años,Una desinformación tergiversa el contenido de la iniciativa que busca la prohibición de esfuerzos para cambiar la orientación sexual identidad o expresión de género de las personas.,11/06/2024,Falso,https://colombiacheck.com/chequeos/proyecto-de-ley-inconvertibles-no-permite-que-los-ninos-de-cinco-anos-decidan-su-cambio-de
Petro advirtió que ‘armará al pueblo colombiano’ tras el plan de EEUU,No existe registro del anuncio. El presidente dijo el mes pasado que el pueblo ante una agresión “se va en masa a las montañas y se arma”.,07/11/2025,Falso,https://colombiacheck.com/chequeos/petro-no-ha-amenazado-con-armar-al-pueblo-colombiano-ante-una-intervencion-militar-de-ee
Mis familiares si son dueños de Audifarma pero no son culpables de la escas,Se trata de una frase apócrifa atribuida al exmandatario. Colombiacheck corroboró que su cuñado no controla la gestora farmacéutica como difundió Petro.,27/11/2025,Falso,https://colombiacheck.com/chequeos/uribe-no-reconocio-la-mentira-del-petrismo-de-que-su-familia-es-duena-de-audifarma
Un colegio en El Tarra es blanco de bombardeos del gobierno De la Espriella,La grabación corresponde a un hostigamiento del ELN y disidencias de las FARC durante la celebración del Día del Niño. No guarda relación con el actual gobierno.,21/08/2026,Falso,https://colombiacheck.com/chequeos/video-de-el-tarra-no-es-de-bombardeos-del-gobierno-de-de-la-espriella-sino-sino-de-ataque
Andrea Petro amenazó con un estallido social si De la Espriella gana,El medio de comunicación desmintió la autoría de la pieza y no existen registros de que la declaración atribuida a la hija del presidente sea real.,18/02/2026,Falso,https://colombiacheck.com/chequeos/imitacion-el-tiempo-hace-falsa-cita-andrea-petro-sobre-estallido-social-contra-de-la
Petro cometió delitos en el M-19,Un montaje falsamente atribuido a ese medio circula con la cita apócrifa del artista en la que también acusa al presidente de “corrupción”.,17/05/2024,Falso,https://colombiacheck.com/chequeos/carlos-vives-no-dijo-que-petro-cometio-delitos-en-el-m-19-ni-la-revista-semana-lo-publico
El creador y actor del falso atentado muchos cómplices alrededor la clínica,Petristas en redes usan una grabación de un acto público de abril para promover la narrativa infundada de que el ataque sicarial de junio fue un montaje de la oposición.,07/07/2025,Falso,https://colombiacheck.com/chequeos/este-video-de-miguel-uribe-sano-y-activo-es-viejo-no-desmiente-el-atentado-en-su-contra
Volvió el ferrocarril de Antioquia gracias al presidente Gustavo Petro,La recuperación de esta locomotora fue gracias a la gestión y los aportes de la Alcaldía de Cisneros la Concesión Vías del Nus la Corporación Corfeturs y empresarios privados.,20/12/2024,Falso,https://colombiacheck.com/chequeos/locomotora-de-vapor-8-no-volvio-rodar-en-antioquia-gracias-al-gobierno-petro
Video muestra celebración en Medellín por fin del gobierno de Gustavo Petro,La grabación no tiene ninguna relación con la posesión de Abelardo de la Espriella. Fue grabada hace un año y medio y en realidad muestra la tradicional quema de pólvora con la que Medellín da inicio a las fiestas navideñas.,07/08/2026,Falso,https://colombiacheck.com/chequeos/video-de-la-alborada-decembrina-de-medellin-de-2024-circula-como-celebracion-por-el-fin
"Jaime Garzón dijo ""Petro es un político mentiroso, corrompido y corrupto""",En redes sociales circula otra frase que se atribuye falsamente al periodista asesinado en 1999.,23/04/2025,Falso,https://colombiacheck.com/chequeos/jaime-garzon-no-dijo-que-petro-era-un-politico-corrompido-y-corrupto-ni-la-flip-lo-publico
Migrantes haitianos comen mascotas en Springfield,Esta desinformación inició con la falsa historia de una mujer haitiana que mató y se comió un gato en Springfield Ohio. Luego fue escalando como una narrativa anti inmigrantes compartida por el propio Trump Elon Musk y el senador Ted Cruz entre otros. Aquí le contamos.,11/09/2024,Falso,https://colombiacheck.com/chequeos/trump-repite-en-el-debate-desinformacion-acerca-de-que-migrantes-haitianos-se-estan
En Venezuela no hay ni un preso político,Es falso que en Venezuela no haya ni un preso político como dijo el ministro de Relaciones Exteriores Yván Gil en Colombia. Varias investigaciones nacionales e internacionales dan cuenta de los atropellos cometidos en el país por órganos de seguridad y de justicia desde hace 10 años y con una escalada de represión que tiene tras las rejas a más de 1.900 ciudadanos la mayoría de ellos detenidos tras los resultados de las elecciones presidenciales del 28 de julio.,01/11/2024,Falso,https://colombiacheck.com/chequeos/en-venezuela-no-hay-ni-un-preso-politico-como-dijo-el-canciller-yvan-gil-en-su-visita
El gobierno de Petro y Yamil Arana terminan el Sena de Magangué,La obra inaugurada el 29 de octubre por el gobernador Yamil Arana fue adjudicada en 2021 por el entonces mandatario Vicente Blel. La administración de Petro no tuvo injerencia en esa ejecución como desinforma una cuenta afín al presidente.,06/11/2025,Cuestionable,https://colombiacheck.com/chequeos/nuevo-sena-de-magangue-no-es-una-obra-del-gobierno-petro-sino-de-la-gobernacion-de-bolivar
Video de Federico Gutiérrez besando a una funcionaria de la Alcaldía,La mujer de la grabación viral es Margarita Gómez Marín pareja del alcalde de Medellín. Las imágenes fueron tomadas durante un evento público.,27/05/2026,Falso,https://colombiacheck.com/chequeos/federico-gutierrez-besa-su-esposa-no-una-funcionaria-en-este-video-con-el-que-sugieren
Marco Rubio envía mensaje a las Fuerzas Armadas de Venezuela,La grabación fue publicada por el senador estadounidense en julio meses antes de ser postulado a secretario de Estado por el presidente electo Donald Trump.,18/12/2024,Cuestionable,https://colombiacheck.com/chequeos/este-video-de-marco-rubio-enviando-un-mensaje-las-fuerzas-armadas-de-venezuela-no-es
"Si el mundo quiere acabar con los cárteles en México, desmantelar FBI, DEA",Es una frase apócrifa del presidente de China que circula luego de que Trump ordenó el uso del ejército de Estados Unidos contra el narcotráfico fuera de su país.,15/08/2025,Falso,https://colombiacheck.com/chequeos/cita-sobre-desmantelar-dea-cia-y-fbi-para-acabar-carteles-en-mexico-es-falsamente
Imagen de helicóptero en el que murió presidente de Irán,La imagen realmente es del siniestro de un avión de entrenamiento de la Policía iraní ocurrido en abril de 2020.,21/05/2024,Falso,https://colombiacheck.com/chequeos/esta-foto-no-es-del-helicoptero-accidentado-en-el-que-murio-el-presidente-de-iran-ebrahim
